c_personid,c_name,c_name_chn,c_addr_type,c_addr_id,x_coord,y_coord
38299,Wang Gongyi,王公儀,1,100657,105.352000,33.922500
38345,Bian Rihua,卞日華,1,11255,115.350570,35.262150
38356,Wang Yongfu,王永富,1,12761,121.152763,30.049067
38365,Wang Lizhi,王立之,1,100137,113.407350,34.508240
38368,Wang Jinyan,王謹言,14,12217,112.736015,38.082020
38368,Wang Jinyan,王謹言,2,100409,112.434110,34.650820
38368,Wang Jinyan,王謹言,1,101080,0.000000,0.000000
38417,Wang Nan,王柟,1,12780,120.653221,28.018291
38418,Wang Jixian,王繼先,1,11027,0.000000,0.000000
38431,Wang Hui,王揮,1,101058,0.000000,0.000000
38446,Wang Shilong,王世隆,1,100402,112.482240,34.489470
38462,Wang Yu,王嵎,1,11263,116.124930,35.371620
38488,Mao Zizhong,毛子中,1,12782,120.630691,27.790512
38493,Fang Yuanke,方元恪,1,100352,119.639510,29.768790
38495,Wang Mu,王木,1,12794,121.258354,28.642613
38519,Mao Gongliang,毛公亮,2,12785,119.649918,29.104712
38519,Mao Gongliang,毛公亮,5,12801,118.615936,28.735312
38534,Lou Shi,樓氏(石文妻),1,100584,121.637260,29.840310
38552,Ruan Shi,阮氏(王復母),1,100172,112.584890,25.832840
38607,Mao Dingxin,毛鼎新,1,12794,121.258354,28.642613
38609,Shi Lu,石輅,1,11276,115.540030,35.784110
38640,Niu Gao,牛皋,1,100639,112.874910,33.785710
38672,Niu Sijin,牛思進,1,15434,114.969360,38.176727
38685,Qiu Gongzhu,仇公著,1,11143,118.478098,36.697480
38700,Shi Quanbin,石全彬,1,11705,114.563645,38.140110
38702,Wang Shi,王式,1,100332,113.547310,24.795040
38712,Shi Junyu,石君瑜,14,11902,0.000000,0.000000
38712,Shi Junyu,石君瑜,2,100669,114.335660,34.818340
38731,Shi Yanqing,石延慶,1,12764,120.902107,29.494654
38748,Fang Zongsheng,方宗昇,1,12761,121.152763,30.049067
38761,Wang Yu,王遇,1,13936,117.653053,24.511744
38774,Wang Ren,王任,1,13292,104.077995,30.650385
38807,Fang Yanlao,方彥老,1,12791,119.883675,29.458708
38808,Wang Zizhong,王自中,1,12781,120.556442,27.675718
38828,Wang Zicheng,王自成,1,13902,0.000000,0.000000
38828,Wang Zicheng,王自成,2,100531,119.100150,25.412790
39822,Zhu Zhen,朱震,1,13250,0.000000,0.000000
39847,Zhu Congdao,朱從道,14,11244,116.908580,34.694160
39847,Zhu Congdao,朱從道,1,101058,0.000000,0.000000
39853,Zhu Dunren,朱敦仁,1,100584,121.637260,29.840310
39900,Shen lian,沈連,1,12917,114.559631,29.038708
39929,Wang Yuanchun,汪元春,1,12770,121.406906,29.651657
39948,Wang Lixin,汪立信,1,12603,116.674520,32.334127
39949,Shen Duanfu,沈端輔,1,12719,120.084801,30.553133
39951,Wu Wengang,吳文剛,1,12719,120.084801,30.553133
38914,Gong Daming,龔大明,1,12674,120.168625,30.294125
38917,Shen Jizhong,申積中,1,101036,0.000000,0.000000
38918,Liu Ruochuan,劉若川,1,100179,114.966690,27.129050
38944,Gu Zhi,古摯,1,11263,116.124930,35.371620
38944,Gu Zhi,古摯,2,100570,105.767590,30.104360
38949,Gu Shichun,古世淳,1,100588,104.691200,30.671920
38995,Fang Maode,方懋德,1,12842,118.332405,30.924437
38996,Wang Wan,王萬,3,12635,0.000000,0.000000
38996,Wang Wan,王萬,6,12787,120.071625,29.300087
38996,Wang Wan,王萬,1,12791,119.883675,29.458708
39199,Yuan Shu,元璹,1,100155,116.047240,27.672990
39235,Jiang Jie,江介,1,12881,117.580116,28.953411
39238,Goulong Ruyuan,句龍如淵,1,100151,103.590380,31.181860
39248,Jiang Yong,江泳,2,12801,118.615936,28.735312
39248,Jiang Yong,江泳,1,12809,118.404884,29.144850
39256,Qiu Chong,丘崈,1,100463,118.149360,27.013130
39292,Lv Dagui,呂大圭,1,13906,118.537849,24.953764
39309,Jiang Yue,江鉞,1,12809,118.404884,29.144850
39315,Jiang Mo,江模,1,12828,0.000000,0.000000
39316,An Fan,安蕃,1,101117,0.000000,0.000000
39366,Ouyang Shi,歐陽氏(王邦乂妻),1,100179,114.966690,27.129050
39368,Wang Tinglao,王廷老,1,100179,114.966690,27.129050
39387,An Zhaozu,安昭祖,1,100584,121.637260,29.840310
39387,An Zhaozu,安昭祖,5,100669,114.335660,34.818340
39398,Zhu Wan,朱完,1,12782,120.630691,27.790512
39421,Dai Yuan,代淵,14,12789,120.025253,28.897268
39421,Dai Yuan,代淵,1,100151,103.590380,31.181860
39423,Zhu Jing,朱京,1,12780,120.653221,28.018291
39439,Wang Gu,王固,1,12917,114.559631,29.038708
39458,Wang Yi,王易,1,100658,114.335660,34.818340
39461,Wang Sheng,王昇,1,101093,0.000000,0.000000
39512,Zhu Zhao,朱昭,1,100173,110.803290,39.144040
39517,Wang Yue,王岳,1,11243,117.187683,34.269634
39528,Ximen Ji,西門楫,1,100432,118.208930,37.567230
39531,Ximen Chengyun,西門成允,1,11638,117.646891,37.295287
39577,Wang Suo,王所,1,12654,0.000000,0.000000
39593,Wang Gong,王肱,1,11162,118.340950,35.071560
39594,Zhu Youwen,朱有聞,1,12791,119.883675,29.458708
39627,Wang Hong,王洪,1,12706,119.520790,31.721610
39644,Wu Zong,伍總,6,12799,0.000000,0.000000
39644,Wu Zong,伍總,1,18333,118.867645,28.956821
39692,Wang Yan,王彥,1,12232,113.103485,36.183537
39740,Zhu Guan,朱貫,1,11212,0.000000,0.000000
39759,Shen Shixian,沈世顯,1,100179,114.966690,27.129050
39759,Shen Shixian,沈世顯,5,100658,114.335660,34.818340
39805,Ren Yuan,任源,1,13389,103.059490,31.632790
39816,Zhu Shuzhen,朱淑真,1,12672,120.168625,30.294125
39816,Zhu Shuzhen,朱淑真,14,12681,120.537499,30.406280
39956,Ren Zongyi,任宗誼,5,11636,115.971820,36.628897
39956,Ren Zongyi,任宗誼,1,101057,0.000000,0.000000
39956,Ren Zongyi,任宗誼,2,101057,0.000000,0.000000
39968,Ren Yan'an,任彥安,1,13429,105.087570,31.094620
40008,Wang Zongchen,汪宗臣,1,12855,117.844589,29.244728
40020,Shen Rui,沈銳,1,12631,116.938606,31.052280
40020,Shen Rui,沈銳,14,12903,0.000000,0.000000
40046,Song Bi,宋佖,1,12785,119.649918,29.104712
40072,Wang Shenzhi,汪深之,1,12809,118.404884,29.144850
40089,Song Wu,宋武,14,12217,112.736015,38.082020
40089,Song Wu,宋武,1,101080,0.000000,0.000000
40093,Wang Qiaonian,汪喬年,1,100006,117.958280,28.399190
40097,Song Shen,宋甡,3,12785,119.649918,29.104712
40097,Song Shen,宋甡,1,12914,115.897720,28.674896
40097,Song Shen,宋甡,2,12914,115.897720,28.674896
40112,Song Ruoshui,宋若水,1,13294,103.923309,30.579893
40127,Wang Zhuo,汪晫,1,12856,118.630550,30.149440
40162,Song Yuanze,宋元則,1,12739,118.738399,29.480773
40166,Wang Yingyuan,汪應元,14,12852,118.433945,29.865770
40166,Wang Yingyuan,汪應元,1,101098,0.000000,0.000000
40168,Song Kuo,宋适,1,100006,117.958280,28.399190
40178,Cheng Min,成閔,2,12784,0.000000,0.000000
40178,Cheng Min,成閔,1,101068,0.000000,0.000000
40216,Wang Zhu,汪翥,1,12918,115.099584,29.277487
40216,Wang Zhu,汪翥,5,101029,0.000000,0.000000
40225,Zhao Fu,趙復,1,11247,116.584183,34.703617
40230,Song Pu,宋普,1,13890,118.105370,27.339880
40242,Che Gai,車垓,1,12794,121.258354,28.642613
40260,Song Fu,宋傅,2,12780,120.653221,28.018291
40260,Song Fu,宋傅,3,12781,120.556442,27.675718
40273,Li Fengniang,李鳳娘,1,11725,114.345497,36.098343
40292,Shi Xianda,釋顯達,1,100409,112.434110,34.650820
40294,Song Ximeng,宋希孟,1,12781,120.556442,27.675718
40305,Song Yun,宋蘊,1,13306,103.869247,30.200752
40323,Song  Qizhong,宋祁仲,1,13306,103.869247,30.200752
40324,Li Shi,李氏(王孝曾妻),1,100531,119.100150,25.412790
40362,Li Ping,李平,1,101108,0.000000,0.000000
40369,Li Feng,李逢,1,101108,0.000000,0.000000
40379,Shi Baoyin,釋寶印,1,101109,0.000000,0.000000
40384,Du Zhi,杜陟,5,13291,104.077995,30.650385
40384,Du Zhi,杜陟,1,13449,105.424927,30.637562
40387,Shi Baoyue,釋寶月,1,100105,118.939320,32.704440
40387,Shi Baoyue,釋寶月,4,101020,0.000000,0.000000
40389,Song Yu,宋遇,1,100622,103.536130,30.909760
40389,Song Yu,宋遇,2,101126,0.000000,0.000000
40394,Li Shou,李受,1,13030,113.621437,28.149572
40396,Du Qi,杜起,1,13291,104.077995,30.650385
40397,Zhu Bi,朱蹕,1,12717,119.738226,30.744599
40406,Song Hui,宋誨,1,13291,104.077995,30.650385
40408,Li Pi,李丕,1,100334,119.021500,34.551640
40415,Shi Huaijin,釋懷謹,1,11027,0.000000,0.000000
40429,Shi Huinan,釋慧南,1,12883,0.000000,0.000000
40436,Du Minqiu,杜敏求,1,13308,103.845108,29.837276
40438,Zhu Quan,朱權,1,12853,118.043030,29.708360
40440,Song Jinzhi,宋晉之,1,12783,120.957687,28.130676
40470,Du Huan,杜渙,5,11390,111.653404,34.385807
40470,Du Huan,杜渙,9,12830,118.768990,32.052563
40496,Shi Faxiu,釋法秀,1,12110,105.690320,34.935300
40505,Shi Huaizhi,釋懷志,1,12785,119.649918,29.104712
40512,Li Liang,李亮,1,13359,103.456825,30.416590
40519,Li Pu,李溥,1,100055,116.844550,27.598630
40523,Li Yuan,李源,1,12780,120.653221,28.018291
40552,Song Shenjiao,宋慎交,1,13360,103.696481,30.328339
40552,Song Shenjiao,宋慎交,14,13363,103.502586,30.214197
40559,Li Wei,李渭,1,11478,112.785721,34.840869
40586,Li Shen,李詵,1,11263,116.124930,35.371620
40624,Li Fa,李發,1,13328,0.000000,0.000000
40644,Li Zhuan,李撰,1,13869,119.321577,26.073954
40940,Li Ruwen,李汝文,1,100022,118.688630,25.452890
40971,Li Xijing,李熙靖,1,12722,119.952301,31.782784
40998,Li Zhongfang,李仲芳,1,11671,115.598726,37.067805
41002,Li Tuan,李彖,1,11907,109.321556,34.153698
41003,Li Zhonghou,李仲侯,1,13329,104.767600,31.464276
41030,Li Jianzhi,李柬之,1,11272,0.000000,0.000000
41044,Li Shi,李氏(趙炅妻),1,12232,113.103485,36.183537
41051,Li Xianzhong,李顯忠,1,100623,110.305010,37.176460
41054,Li Kunchen,李坤臣,1,13359,103.456825,30.416590
41113,Li Jun,李濬,1,100033,115.430270,37.529460
41117,Li Liangbi,李良弼,1,12624,118.361122,31.714224
41149,Li Shi,李氏(趙禎母),1,101088,0.000000,0.000000
41154,Li Zhirou,李知柔,14,12542,120.854645,32.010471
41154,Li Zhirou,李知柔,1,101085,0.000000,0.000000
40648,Li Shu,李樞,1,101057,0.000000,0.000000
40650,Li Shu,李恕,1,100122,113.631180,31.263730
40679,Li Fen,李份,1,12914,115.897720,28.674896
40680,Li Jing,李靚,1,12950,114.581461,26.242789
40682,Li Bing,李柄,1,11247,116.584183,34.703617
40682,Li Bing,李柄,6,12833,119.486000,31.430706
40693,Shi Tanying,釋曇穎,1,12672,120.168625,30.294125
40702,Shi Zhihai,釋智海,1,11983,108.798811,34.794427
40704,Shi Zhongli,釋中立,1,100584,121.637260,29.840310
40712,Shi Zonggao,釋宗杲,1,101097,0.000000,0.000000
40719,Du Ying,杜瑩,1,11574,115.078057,35.650175
40774,Du Fan,杜範,1,12794,121.258354,28.642613
40789,Li Chengzhi,李誠之,1,12786,120.227981,29.260567
40790,Shi Haiyin,釋海印,1,12006,111.042419,35.062000
40794,Shi Zunshi,釋遵式,1,12796,121.026558,29.138258
40861,Li Daxun,李大訓,1,13869,119.321577,26.073954
40861,Li Daxun,李大訓,1,101029,0.000000,0.000000
40861,Li Daxun,李大訓,5,101029,0.000000,0.000000
40882,Du Yin,杜崯,1,12830,118.768990,32.052563
40882,Du Yin,杜崯,2,100062,115.983320,28.621480
40882,Du Yin,杜崯,14,101029,0.000000,0.000000
40888,Li Dayou,李大有,1,12786,120.227981,29.260567
40892,Li Zhi,李𡌴,1,13307,103.512261,30.026190
40905,Li Qiao,李僑,1,13074,111.474937,27.249315
40914,Li Wen,李問,1,12441,119.437187,32.391270
41185,Li Yanxian,李彥仙,1,100186,107.697570,36.020850
41204,Zhao Li,趙立,1,11242,0.000000,0.000000
41220,Li Qiwei,李起渭,1,13868,0.000000,0.000000
41290,Zhao Shi,趙氏(李遵勗妻),1,100658,114.335660,34.818340
41312,Wu Ji,吳及,1,12542,120.854645,32.010471
41326,Wu Ren,吳仁,1,12681,120.537499,30.406280
41338,Wu Bing,吳丙,1,13878,118.934105,25.867622
41396,Wu Yi,吳翌,1,13946,116.832527,26.832491
41396,Wu Yi,吳翌,4,100548,112.708720,27.219460
41396,Wu Yi,吳翌,14,101125,0.000000,0.000000
41408,Wu Kui,吳葵,1,12784,0.000000,0.000000
41408,Wu Kui,吳葵,14,12786,120.227981,29.260567
41424,Wu Ju,吳榘,1,100185,115.641450,28.965360
41436,Wu Qian,吳潛,1,12832,119.022865,31.656557
41436,Wu Qian,吳潛,2,13987,0.000000,0.000000
41436,Wu Qian,吳潛,2,101103,0.000000,0.000000
41437,Li Kui,李騤,1,100557,104.315230,30.185380
41446,Wu Tianzhi,吳天秩,1,101088,0.000000,0.000000
41455,Wu Tianqiu,吳天球,1,12853,118.043030,29.708360
41458,Li Qibao,李畸實,1,12722,119.952301,31.782784
41461,Wu Tianchang,吳天常,1,100409,112.434110,34.650820
41461,Wu Tianchang,吳天常,2,101025,0.000000,0.000000
41483,Wu Chi,吳墀,1,100155,116.047240,27.672990
41497,Wu Shen,吳伸,1,12876,116.663833,28.994167
41499,Li E,李鶚,1,12770,121.406906,29.651657
41499,Li E,李鶚,2,12975,116.776260,27.910084
41538,Wu Yan,吳炎,1,100185,115.641450,28.965360
41547,Wu Zhi,吳直,1,12764,120.902107,29.494654
41561,Wu Shishun,吳仕舜,1,100513,116.455740,27.966630
41568,Wu Jiaoru,吳交如,1,100011,119.600750,32.069710
41588,Wu Sui,吳燧,2,13907,118.144119,24.736046
41588,Wu Sui,吳燧,3,100228,118.591570,24.906690
41588,Wu Sui,吳燧,5,100228,118.591570,24.906690
41655,Wu Hao,吳號,1,100155,116.047240,27.672990
41656,Wu Junyong,吳君庸,1,100341,119.422340,34.316750
41664,Wu Xiaoxian,吳孝先,1,100512,119.633120,30.263390
41686,Wu Bowu,吳伯武,1,12975,116.776260,27.910084
41703,Wu Juren,吳居仁,1,13890,118.105370,27.339880
41749,Wu Guanlin,吳貫林,1,12726,119.814385,31.363638
41818,Bie Shi,別湜,2,11347,0.000000,0.000000
41822,Wu Fu,吳芾,1,13019,112.904414,27.704017
41836,Shi Decheng,釋德誠,1,13871,119.381439,25.727917
41837,Wu Xingzong,吳興宗,1,100513,116.455740,27.966630
41844,He Ziping,何子平,1,12780,120.653221,28.018291
41850,Yu Jie,余玠,1,101025,0.000000,0.000000
41852,Shi Depu,釋德普,2,12953,114.236870,26.945564
41852,Shi Depu,釋德普,1,13328,0.000000,0.000000
41870,Yu Xin,余信,1,12739,118.738399,29.480773
41872,He Kang,何抗,1,100577,117.430760,27.262230
41874,Lv Gui,呂規,1,11239,117.798503,36.311319
41876,He Wu,何武,1,100394,120.292510,31.916570
41878,He Song,何松,1,12785,119.649918,29.104712
41895,Zong Shi,宗氏(吳應龍母),1,12906,119.181473,31.134151
41897,He Shou,何受,1,13906,118.537849,24.953764
41945,Yu Feng,余鳳,1,100531,119.100150,25.412790
41993,Yu Daya,余大雅,1,100006,117.958280,28.399190
42032,He Pu,何普,1,13363,103.502586,30.214197
42041,He Hongzhong,何宏中(何霖父),1,12973,115.831779,27.426289
42061,He Hongzhong,何宏中,1,12277,0.000000,0.000000
42064,Lv Sigong,呂思恭,5,11205,0.000000,0.000000
42064,Lv Sigong,呂思恭,1,12675,120.044180,30.364550
42064,Lv Sigong,呂思恭,14,101057,0.000000,0.000000
42108,He Lin,何霖,1,12973,115.831779,27.426289
42113,Lin Qi,林杞,1,12781,120.556442,27.675718
42113,Lin Qi,林杞,5,13869,119.321577,26.073954
42119,He Qian,何謙,1,100531,119.100150,25.412790
42129,Lin Fang,林放,1,12798,120.733460,28.852207
42148,Huang Shang,黃裳,1,13616,105.649030,31.776680
42159,Lv Shichang,呂士昌,1,12537,119.177627,32.267544
42216,Liu Zheng,劉整,1,17370,112.080963,32.684826
42227,Chen Shi,陳氏(呂友德母),1,12786,120.227981,29.260567
42238,Lin Fuzhi,林復之,1,13872,119.142740,26.014610
42238,Lin Fuzhi,林復之,5,100658,114.335660,34.818340
42253,Lin Kai,林闓,1,100065,113.157860,23.139770
42278,Lin Xuan,林絢,1,13961,112.179237,23.912186
42310,Lin Zhi,林植,1,13873,119.990395,26.883463
42312,Lin Dong,林棟,1,12780,120.653221,28.018291
42322,Lin Yue,林悅,1,12782,120.630691,27.790512
42331,Shao Quan,邵全,1,12734,118.965165,29.612287
42389,Lin Yan,林演,1,100531,119.100150,25.412790
42414,Shao Long,邵隆,1,12003,0.000000,0.000000
42469,Chen Shi,陳氏(林善補母),1,12781,120.556442,27.675718
42488,Lin Renze,林仁澤,1,13878,118.934105,25.867622
42536,Lin Gongyi,林公一,1,12783,120.957687,28.130676
42558,Zhou Yin,周因,1,12947,114.608452,27.382462
42583,Shao Shubao,邵叔豹,1,12781,120.556442,27.675718
42597,Lin Ze,林澤,1,12767,0.000000,0.000000
42601,Lin Menglong,林夢隆,1,100531,119.100150,25.412790
42610,Zhou Bian,周抃,1,12709,120.753204,30.767469
42628,Zhou Yuangui,周元龜,1,12781,120.556442,27.675718
42629,Lin Xianqing,林憲卿,1,13872,119.142740,26.014610
42634,Wu Shi,吳氏(林憲卿母),1,13872,119.142740,26.014610
42635,Zhou Yantong,周彥通,1,12780,120.653221,28.018291
42643,Zhou Ruone,周若訥,1,12789,120.025253,28.897268
42645,Zhu Shi,朱氏(林頤叔母),1,12782,120.630691,27.790512
42655,Zhou Yuncheng,周允成,1,12915,115.377151,28.707230
42655,Zhou Yuncheng,周允成,14,15894,115.255379,28.741196
42664,Zhou Gongbi,周公㢸,1,12955,114.779678,26.461771
42664,Zhou Gongbi,周公㢸,5,100179,114.966690,27.129050
42682,Ji Fu,季復,2,100513,116.455740,27.966630
42682,Ji Fu,季復,5,101029,0.000000,0.000000
42684,Zhou Min,周旻,1,12801,118.615936,28.735312
42690,Zhou Chunzhong,周淳中,1,12782,120.630691,27.790512
42696,Ji Gai,季概,1,100080,115.250420,27.190120
42722,Zhuo Xian,卓先,5,12095,107.909430,34.410540
42722,Zhuo Xian,卓先,6,100531,119.100150,25.412790
42730,Ji Guangbi,季光弼,1,12781,120.556442,27.675718
42731,Zhuo Qi,卓玘,1,100228,118.591570,24.906690
42735,Zhou Dajie,周達節,1,12780,120.653221,28.018291
42741,Zhou Yuan,周原,1,12672,120.168625,30.294125
42755,Zhuo Deqing,卓得慶,1,100531,119.100150,25.412790
42768,Zhou Heng,周珩,1,100513,116.455740,27.966630
42837,Lin Zi,林鼒,1,12794,121.258354,28.642613
42852,Zhou Xiong,周雄,1,12680,119.723953,29.970999
42863,Zhou Pang,周滂,1,12722,119.952301,31.782784
42887,Lin Mo,林謨,1,13874,119.534469,26.198015
42892,Lin Tinglong,林廷龍,1,12781,120.556442,27.675718
42945,Xia Gui,夏貴,2,12603,116.674520,32.334127
42945,Xia Gui,夏貴,1,12922,0.000000,0.000000
42950,Lin Jushi,林居實,1,12782,120.630691,27.790512
42967,Hu Zhe,胡哲,1,100394,120.292510,31.916570
43306,Mao Gong,茅拱,1,12706,119.520790,31.721610
43316,Yelv Heluwo,耶律和魯斡(弘本),1,3804,119.257680,44.056680
43325,Yelv Alian,耶律阿璉(弘世),1,3804,119.257680,44.056680
43333,Yelv Jun,耶律濬,1,3804,119.257680,44.056680
43336,Yelv Yali,耶律雅里,1,3804,119.257680,44.056680
43339,Yelv Talu,耶律撻魯,1,3804,119.257680,44.056680
43350,Mao Zongming,茅宗明,1,12761,121.152763,30.049067
43373,Hu Shunzhi,胡舜陟,1,12856,118.630550,30.149440
43375,Mao Zongyu,茅宗愈,1,12761,121.152763,30.049067
43399,Yelv Chun,耶律淳,1,3804,119.257680,44.056680
43410,Hu Zhongshu,胡仲舒,14,14047,111.721893,22.935516
43410,Hu Zhongshu,胡仲舒,1,101128,0.000000,0.000000
43431,Miao Shi,苗氏(趙禎妃),1,11027,0.000000,0.000000
43013,Bao Junde,鮑俊德,1,12770,121.406906,29.651657
43014,Zhao Bozhi,趙伯直,6,12793,121.120598,28.843132
43020,Xie Yu,謝雩,1,12780,120.653221,28.018291
43021,Shi Zhice,釋智策,1,12796,121.026558,29.138258
43023,Shi Zhijian,釋智鑑,1,12532,118.264374,32.098347
43026,Shi Fagong,釋法恭,1,12770,121.406906,29.651657
43029,Shi Jingmeng,釋景蒙,1,12781,120.556442,27.675718
43031,Shi Huixun,釋惠詢,1,12780,120.653221,28.018291
43032,Shi Congkuo,釋從廓,1,13873,119.990395,26.883463
43035,Shi Zhilian,釋志連,1,100584,121.637260,29.840310
43054,Hu Yang,胡揚,14,11748,114.499619,36.936829
43054,Hu Yang,胡揚,1,100395,112.304570,30.283420
43063,Tang Lie,湯烈,1,12785,119.649918,29.104712
43071,Hu Ji,胡戢,1,11775,113.794144,35.458675
43074,Zhou E,周諤,1,100080,115.250420,27.190120
43115,Yelv Longqing,耶律隆慶,1,3804,119.257680,44.056680
43116,Lin Zhouqing,林周卿,1,13868,0.000000,0.000000
43132,Hu Yi,胡誼,1,12770,121.406906,29.651657
43145,Zhou Mo,周謨,5,12757,120.578262,30.004515
43145,Zhou Mo,周謨,1,100185,115.641450,28.965360
43148,Yelv Longxu,耶律隆緒,1,3804,119.257680,44.056680
43157,Yelv Zongzhen,耶律宗真,1,3804,119.257680,44.056680
43161,Lin Sizhe,林思哲,1,12818,119.485344,28.450748
43162,Yelv Hongji,耶律洪基(弘基),1,3804,119.257680,44.056680
43166,Yelv Yanxi,耶律延禧,1,3804,119.257680,44.056680
43171,Hu Lin,胡霖,1,12855,117.844589,29.244728
43195,Yuan Shi,袁氏(林祖洽母),1,100584,121.637260,29.840310
43211,Hu Chuyue,胡處約,1,12770,121.406906,29.651657
43284,Hu Yaoqing,胡堯卿,1,100211,115.060840,27.833380
43461,Fan Fosheng,范佛勝,10,13922,117.806282,26.797091
43485,Lin Binzhi,林彬之,1,100531,119.100150,25.412790
43510,Fan Rushan,范如山,14,11746,114.494263,37.066357
43510,Fan Rushan,范如山,5,100092,114.806720,37.377450
43510,Fan Rushan,范如山,1,101090,0.000000,0.000000
43560,Yu Gongming,俞公明,1,12738,119.433472,29.923370
43612,Yu Shi,俞氏(趙禎妃),1,12672,120.168625,30.294125
43622,Dai Shi,戴氏(高公亮妻),1,12799,0.000000,0.000000
43633,Fan Zhuang,范莊,1,12098,107.140381,34.381870
43654,Gao Yongneng,高永能,1,100623,110.305010,37.176460
43676,Tang Zhong,唐重,1,13306,103.869247,30.200752
43713,Ke Han,柯翰,1,13907,118.144119,24.736046
43735,Ke Weihan,柯維翰,1,12927,115.342766,26.321701
43735,Ke Weihan,柯維翰,10,100512,119.633120,30.263390
43803,Qiao Shi (wife of Wei Xiaoshu),譙氏(魏孝璹妻),1,13433,105.276024,30.989159
43807,Fan Shi (wife of Gao Chong),樊氏(高崇妻),1,13363,103.502586,30.214197
43808,Hu Shi,扈氏(高崇繼室),1,13313,103.810936,30.423536
43852,Fan Jun,范濬,1,12916,115.785782,28.197754
43873,Tang Yaozhang,唐堯章,1,13869,119.321577,26.073954
43887,Xiao Pusage,蕭菩薩哥(耶律隆緒妻),1,3803,0.000000,0.000000
43953,Fan Jimei,范濟美,1,13890,118.105370,27.339880
44047,Duan Yuyan,段與言,1,100585,109.807680,34.418450
44116,Ma Fan,馬範,5,12247,111.515434,36.078037
44116,Ma Fan,馬範,4,13622,106.882340,31.892730
44124,Zou Miaozhuang,鄒妙莊,1,12916,115.785782,28.197754
44168,Yelv Yuanning,耶律元寧(甘露子),1,3803,0.000000,0.000000
44173,Yelv Daoqing,耶律道清,1,3803,0.000000,0.000000
44240,Gao Ze,高澤,1,13363,103.502586,30.214197
44263,Yao Ji,姚濟,1,12284,111.026703,36.830696
44282,Gao Tan,高談,1,13943,117.333252,27.539524
44284,Sun Wo,孫握,1,12722,119.952301,31.782784
44292,Sun Gui,孫貴,1,12351,0.000000,0.000000
44292,Sun Gui,孫貴,5,101069,0.000000,0.000000
44294,Zhu Kang,祝康,1,11270,115.875175,34.962231
44294,Zhu Kang,祝康,2,100628,114.679450,35.453640
44303,Gao Fu,高賦,1,11733,0.000000,0.000000
44309,Yao Yuantai,姚元泰,1,100531,119.100150,25.412790
44334,Yao Gonglie,姚公烈,5,11177,0.000000,0.000000
44334,Yao Gonglie,姚公烈,1,12984,114.771160,28.456490
44341,Sun Dao,孫道,1,100137,113.407350,34.508240
44341,Sun Dao,孫道,14,100585,109.807680,34.418450
44354,Yao Ruxian,姚汝賢,1,12789,120.025253,28.897268
44377,Dai Yan,戴衍,1,3442,0.000000,0.000000
44412,Yao Zhongda,姚仲達,1,12758,120.815277,29.587490
44426,Ye Zhen,葉臻,1,12788,119.478851,29.204453
44431,Lou Yun,樓蘊,0,12787,120.071625,29.300087
44431,Lou Yun,樓蘊,1,12787,120.071625,29.300087
44432,Zhang Xie,張勰,14,11027,0.000000,0.000000
44432,Zhang Xie,張勰,2,12785,119.649918,29.104712
44432,Zhang Xie,張勰,3,100658,114.335660,34.818340
44437,Lu Dajing,盧大經,1,12736,118.965165,29.612287
44438,Liu Yong,劉墉,1,12790,119.802269,28.895449
44439,Zhang Shujian,張淑堅,14,11027,0.000000,0.000000
44439,Zhang Shujian,張淑堅,1,12800,118.867645,28.956821
44439,Zhang Shujian,張淑堅,9,12800,118.867645,28.956821
44466,Liu Pang,劉滂,1,12790,119.802269,28.895449
44485,Liu Shao,劉紹,1,12790,119.802269,28.895449
44490,Cao Ye,曹曄,1,12785,119.649918,29.104712
44490,Cao Ye,曹曄,14,12786,120.227981,29.260567
44490,Cao Ye,曹曄,5,15784,119.638920,29.767840
44515,Lang Zhu,郎翥,1,12789,120.025253,28.897268
44520,Sun Jingyu,孫景玉,1,13873,119.990395,26.883463
44550,Sun Fuweng,孫福翁,1,12771,121.444199,29.979195
44558,Yuan Baizhi,袁百之,1,11032,114.760660,34.495470
44577,Sun Tiao,孫調,1,13873,119.990395,26.883463
44578,Gao Zhuo,高擢,5,13872,119.142740,26.014610
44578,Gao Zhuo,高擢,2,13873,119.990395,26.883463
44601,Sun Xie,孫勰,1,12925,116.010101,26.466515
44601,Sun Xie,孫勰,14,12926,116.010101,26.466515
44608,Sun Yi,孫億,1,12960,114.693603,27.767023
44615,Sun Ji,孫稷,14,12722,119.952301,31.782784
44615,Sun Ji,孫稷,1,12723,119.952301,31.782784
44623,Qiang Shi,強氏(孫稷妻),1,12722,119.952301,31.782784
44632,Sun Hao,孫皜,5,11027,0.000000,0.000000
44632,Sun Hao,孫皜,2,12757,120.578262,30.004515
46050,Ji Xishuo,季晞說,1,12916,115.785782,28.197754
46073,Jin Liangzhi,金梁之,1,12853,118.043030,29.708360
46076,Jin Migao,金彌高,1,12788,119.478851,29.204453
46124,Weng Chen,翁忱,1,12783,120.957687,28.130676
46190,Xu Hong,徐洪,1,12876,116.663833,28.994167
46193,Xu Gong,徐拱,1,13892,118.536255,27.924686
46202,Xu Gui,徐桂,1,12916,115.785782,28.197754
44635,Sun Yue,孫銳,1,100679,120.723450,31.761880
44661,Yelv Suizhong,耶律(韓)遂忠,1,4239,117.963020,39.657410
